"char1","char2","n","chapter","book","prob"
"w","r",1,60,4,0.00352112676056338
"w","u",1,60,4,0.00352112676056338
"x"," ",2,60,4,0.105263157894737
"x","a",2,60,4,0.105263157894737
"x","c",2,60,4,0.105263157894737
"x","e",1,60,4,0.0526315789473684
"x","i",2,60,4,0.105263157894737
"x","p",7,60,4,0.368421052631579
"x","t",3,60,4,0.157894736842105
"y"," ",139,60,4,0.695
"y","a",8,60,4,0.04
"y","b",2,60,4,0.01
"y","d",1,60,4,0.005
"y","e",22,60,4,0.11
"y","i",5,60,4,0.025
"y","m",1,60,4,0.005
"y","o",11,60,4,0.055
"y","p",1,60,4,0.005
"y","s",8,60,4,0.04
"y","t",1,60,4,0.005
"y","y",1,60,4,0.005
"z","e",2,60,4,1
" "," ",215,61,4,0.112860892388451
" ","a",206,61,4,0.108136482939633
" ","b",71,61,4,0.0372703412073491
" ","c",51,61,4,0.0267716535433071
" ","d",41,61,4,0.0215223097112861
" ","e",29,61,4,0.0152230971128609
" ","f",67,61,4,0.0351706036745407
" ","g",55,61,4,0.0288713910761155
" ","h",82,61,4,0.0430446194225722
" ","i",139,61,4,0.0729658792650919
" ","j",5,61,4,0.0026246719160105
" ","k",10,61,4,0.005249343832021
" ","l",31,61,4,0.0162729658792651
" ","m",56,61,4,0.0293963254593176
" ","n",30,61,4,0.015748031496063
" ","o",119,61,4,0.0624671916010499
" ","p",47,61,4,0.0246719160104987
" ","q",3,61,4,0.0015748031496063
" ","r",24,61,4,0.0125984251968504
" ","s",119,61,4,0.0624671916010499
" ","t",301,61,4,0.158005249343832
" ","u",26,61,4,0.0136482939632546
" ","v",15,61,4,0.0078740157480315
" ","w",147,61,4,0.0771653543307087
" ","x",2,61,4,0.0010498687664042
" ","y",13,61,4,0.0068241469816273
" ","z",1,61,4,0.0005249343832021
"a"," ",51,61,4,0.0806962025316456
"a","b",17,61,4,0.0268987341772152
"a","c",11,61,4,0.0174050632911392
"a","d",43,61,4,0.0680379746835443
"a","e",3,61,4,0.00474683544303797
"a","f",8,61,4,0.0126582278481013
"a","g",16,61,4,0.0253164556962025
"a","i",24,61,4,0.0379746835443038
"a","k",7,61,4,0.0110759493670886
"a","l",53,61,4,0.0838607594936709
"a","m",11,61,4,0.0174050632911392
"a","n",155,61,4,0.245253164556962
"a","p",14,61,4,0.0221518987341772
"a","r",71,61,4,0.112341772151899
"a","s",61,61,4,0.0965189873417722
"a","t",60,61,4,0.0949367088607595
"a","u",6,61,4,0.00949367088607595
"a","v",6,61,4,0.00949367088607595
"a","w",5,61,4,0.00791139240506329
"a","y",10,61,4,0.0158227848101266
"b","a",6,61,4,0.0517241379310345
"b","b",3,61,4,0.0258620689655172
"b","e",37,61,4,0.318965517241379
"b","i",7,61,4,0.0603448275862069
"b","l",13,61,4,0.112068965517241
"b","o",14,61,4,0.120689655172414
"b","r",12,61,4,0.103448275862069
"b","s",2,61,4,0.0172413793103448
"b","u",14,61,4,0.120689655172414
"b","y",8,61,4,0.0689655172413793
"c"," ",1,61,4,0.00689655172413793
"c","a",23,61,4,0.158620689655172
"c","c",3,61,4,0.0206896551724138
"c","e",13,61,4,0.0896551724137931
"c","h",28,61,4,0.193103448275862
"c","i",4,61,4,0.0275862068965517
"c","k",11,61,4,0.0758620689655172
"c","l",5,61,4,0.0344827586206897
"c","o",32,61,4,0.220689655172414
"c","r",5,61,4,0.0344827586206897
"c","t",13,61,4,0.0896551724137931
"c","u",6,61,4,0.0413793103448276
"c","y",1,61,4,0.00689655172413793
"d"," ",243,61,4,0.644562334217507
"d","a",7,61,4,0.0185676392572944
"d","b",1,61,4,0.0026525198938992
"d","c",1,61,4,0.0026525198938992
"d","d",3,61,4,0.00795755968169761
"d","e",33,61,4,0.0875331564986737
"d","f",2,61,4,0.00530503978779841
"d","g",3,61,4,0.00795755968169761
"d","h",1,61,4,0.0026525198938992
"d","i",20,61,4,0.0530503978779841
"d","l",2,61,4,0.00530503978779841
"d","m",2,61,4,0.00530503978779841
"d","n",1,61,4,0.0026525198938992
"d","o",20,61,4,0.0530503978779841
"d","q",1,61,4,0.0026525198938992
"d","r",11,61,4,0.0291777188328912
"d","s",15,61,4,0.0397877984084881
"d","t",3,61,4,0.00795755968169761
"d","u",1,61,4,0.0026525198938992
"d","v",1,61,4,0.0026525198938992
"d","w",1,61,4,0.0026525198938992
"d","y",5,61,4,0.013262599469496
"e"," ",340,61,4,0.351966873706004
"e","a",42,61,4,0.0434782608695652
"e","b",1,61,4,0.0010351966873706
"e","c",21,61,4,0.0217391304347826
"e","d",89,61,4,0.0921325051759834
"e","e",34,61,4,0.0351966873706004
"e","f",6,61,4,0.0062111801242236
"e","g",6,61,4,0.0062111801242236
"e","h",2,61,4,0.0020703933747412
"e","i",11,61,4,0.0113871635610766
"e","l",36,61,4,0.0372670807453416
"e","m",12,61,4,0.0124223602484472
"e","n",71,61,4,0.0734989648033126
"e","o",6,61,4,0.0062111801242236
"e","p",11,61,4,0.0113871635610766
"e","r",162,61,4,0.167701863354037
"e","s",52,61,4,0.0538302277432712
"e","t",25,61,4,0.025879917184265
"e","u",3,61,4,0.0031055900621118
"e","v",13,61,4,0.0134575569358178
"e","w",5,61,4,0.005175983436853
"e","x",3,61,4,0.0031055900621118
"e","y",15,61,4,0.015527950310559
"f"," ",46,61,4,0.283950617283951
"f","a",8,61,4,0.0493827160493827
"f","c",1,61,4,0.00617283950617284
"f","e",11,61,4,0.0679012345679012
"f","f",7,61,4,0.0432098765432099
"f","i",26,61,4,0.160493827160494
"f","l",6,61,4,0.037037037037037
"f","o",24,61,4,0.148148148148148
"f","r",14,61,4,0.0864197530864197
"f","s",2,61,4,0.0123456790123457
"f","t",9,61,4,0.0555555555555556
"f","u",6,61,4,0.037037037037037
"f","y",2,61,4,0.0123456790123457
"g"," ",58,61,4,0.273584905660377
"g","a",8,61,4,0.0377358490566038
"g","e",38,61,4,0.179245283018868
"g","g",1,61,4,0.00471698113207547
"g","h",26,61,4,0.122641509433962
"g","i",8,61,4,0.0377358490566038
"g","l",11,61,4,0.0518867924528302
"g","m",1,61,4,0.00471698113207547
"g","n",1,61,4,0.00471698113207547
"g","o",25,61,4,0.117924528301887
"g","r",16,61,4,0.0754716981132075
"g","s",7,61,4,0.0330188679245283
"g","t",1,61,4,0.00471698113207547
"g","u",11,61,4,0.0518867924528302
"h"," ",44,61,4,0.102803738317757
"h","a",77,61,4,0.179906542056075
"h","b",1,61,4,0.00233644859813084
"h","e",197,61,4,0.460280373831776
"h","h",1,61,4,0.00233644859813084
"h","i",48,61,4,0.11214953271028
"h","m",1,61,4,0.00233644859813084
"h","o",27,61,4,0.0630841121495327
"h","r",9,61,4,0.0210280373831776
"h","t",13,61,4,0.0303738317757009
"h","u",9,61,4,0.0210280373831776
"h","w",1,61,4,0.00233644859813084
"i"," ",27,61,4,0.0548780487804878
"i","a",5,61,4,0.0101626016260163
"i","b",4,61,4,0.00813008130081301
"i","c",22,61,4,0.0447154471544715
"i","d",26,61,4,0.0528455284552846
"i","e",22,61,4,0.0447154471544715
"i","f",10,61,4,0.0203252032520325
"i","g",19,61,4,0.0386178861788618
"i","i",1,61,4,0.00203252032520325
"i","k",4,61,4,0.00813008130081301
"i","l",23,61,4,0.0467479674796748
"i","m",15,61,4,0.0304878048780488
"i","n",152,61,4,0.308943089430894
"i","o",14,61,4,0.0284552845528455
"i","p",2,61,4,0.0040650406504065
"i","r",17,61,4,0.0345528455284553
"i","s",40,61,4,0.0813008130081301
"i","t",74,61,4,0.150406504065041
"i","v",8,61,4,0.016260162601626
"i","w",2,61,4,0.0040650406504065
"i","x",2,61,4,0.0040650406504065
"i","z",3,61,4,0.00609756097560976
"j","o",2,61,4,0.285714285714286
"j","u",5,61,4,0.714285714285714
"k"," ",18,61,4,0.24
"k","a",4,61,4,0.0533333333333333
"k","e",27,61,4,0.36
"k","f",1,61,4,0.0133333333333333
"k","i",11,61,4,0.146666666666667
"k","l",1,61,4,0.0133333333333333
"k","n",5,61,4,0.0666666666666667
"k","s",8,61,4,0.106666666666667
"l"," ",43,61,4,0.13915857605178
"l","a",22,61,4,0.0711974110032362
"l","b",7,61,4,0.0226537216828479
"l","d",23,61,4,0.0744336569579288
"l","e",52,61,4,0.168284789644013
"l","f",3,61,4,0.00970873786407767
"l","i",32,61,4,0.103559870550162
"l","k",9,61,4,0.029126213592233
"l","l",46,61,4,0.148867313915858
"l","o",22,61,4,0.0711974110032362
"l","p",3,61,4,0.00970873786407767
"l","s",8,61,4,0.0258899676375405
"l","t",3,61,4,0.00970873786407767
"l","u",5,61,4,0.0161812297734628
"l","v",1,61,4,0.00323624595469256
"l","w",1,61,4,0.00323624595469256
"l","y",29,61,4,0.0938511326860841
"m"," ",16,61,4,0.092485549132948
"m","a",43,61,4,0.248554913294798
"m","b",3,61,4,0.0173410404624277
"m","e",42,61,4,0.242774566473988
"m","i",13,61,4,0.0751445086705202
"m","m",7,61,4,0.0404624277456647
"m","n",1,61,4,0.00578034682080925
"m","o",16,61,4,0.092485549132948
"m","p",11,61,4,0.0635838150289017
"m","r",2,61,4,0.0115606936416185
"m","s",1,61,4,0.00578034682080925
"m","t",1,61,4,0.00578034682080925
"m","u",7,61,4,0.0404624277456647
"m","w",1,61,4,0.00578034682080925
"m","y",9,61,4,0.0520231213872832
"n"," ",144,61,4,0.259459459459459
"n","a",10,61,4,0.018018018018018
"n","b",1,61,4,0.0018018018018018
"n","c",6,61,4,0.0108108108108108
"n","d",124,61,4,0.223423423423423
"n","e",47,61,4,0.0846846846846847
"n","f",2,61,4,0.0036036036036036
"n","g",75,61,4,0.135135135135135
"n","i",13,61,4,0.0234234234234234
"n","j",2,61,4,0.0036036036036036
"n","k",7,61,4,0.0126126126126126
"n","l",3,61,4,0.00540540540540541
"n","n",11,61,4,0.0198198198198198
"n","o",23,61,4,0.0414414414414414
"n","q",1,61,4,0.0018018018018018
"n","s",13,61,4,0.0234234234234234
"n","t",57,61,4,0.102702702702703
"n","u",7,61,4,0.0126126126126126
"n","v",1,61,4,0.0018018018018018
"n","y",8,61,4,0.0144144144144144
"o"," ",70,61,4,0.121739130434783
"o","a",5,61,4,0.00869565217391304
"o","b",5,61,4,0.00869565217391304
"o","c",7,61,4,0.0121739130434783
"o","d",12,61,4,0.0208695652173913
"o","e",4,61,4,0.00695652173913044
"o","f",45,61,4,0.0782608695652174
"o","g",7,61,4,0.0121739130434783
"o","h",2,61,4,0.00347826086956522
"o","i",6,61,4,0.0104347826086957
"o","k",18,61,4,0.031304347826087
"o","l",16,61,4,0.0278260869565217
"o","m",33,61,4,0.0573913043478261
"o","n",61,61,4,0.106086956521739
"o","o",32,61,4,0.0556521739130435
"o","p",13,61,4,0.0226086956521739
"o","r",49,61,4,0.0852173913043478
"o","s",13,61,4,0.0226086956521739
"o","t",38,61,4,0.0660869565217391
"o","u",96,61,4,0.16695652173913
"o","v",11,61,4,0.0191304347826087
"o","w",30,61,4,0.0521739130434783
"o","y",2,61,4,0.00347826086956522
"p"," ",12,61,4,0.0952380952380952
"p","a",20,61,4,0.158730158730159
"p","e",29,61,4,0.23015873015873
"p","f",2,61,4,0.0158730158730159
"p","i",15,61,4,0.119047619047619
"p","l",10,61,4,0.0793650793650794
"p","o",10,61,4,0.0793650793650794
"p","p",6,61,4,0.0476190476190476
"p","r",10,61,4,0.0793650793650794
"p","s",4,61,4,0.0317460317460317
"p","t",4,61,4,0.0317460317460317
"p","u",1,61,4,0.00793650793650794
"p","w",1,61,4,0.00793650793650794
"p","y",2,61,4,0.0158730158730159
"q","u",8,61,4,1
"r"," ",107,61,4,0.226694915254237
"r","a",28,61,4,0.0593220338983051
"r","c",6,61,4,0.0127118644067797
"r","d",12,61,4,0.0254237288135593
"r","e",111,61,4,0.235169491525424
"r","f",3,61,4,0.00635593220338983
"r","g",9,61,4,0.0190677966101695
"r","h",3,61,4,0.00635593220338983
"r","i",26,61,4,0.0550847457627119
"r","k",4,61,4,0.00847457627118644
"r","l",9,61,4,0.0190677966101695
"r","m",16,61,4,0.0338983050847458
"r","n",12,61,4,0.0254237288135593
"r","o",45,61,4,0.0953389830508475
"r","r",8,61,4,0.0169491525423729
"r","s",25,61,4,0.0529661016949153
"r","t",21,61,4,0.0444915254237288
"r","u",5,61,4,0.0105932203389831
"r","v",5,61,4,0.0105932203389831
"r","w",2,61,4,0.00423728813559322
"r","y",15,61,4,0.0317796610169492
"s"," ",170,61,4,0.395348837209302
"s","a",22,61,4,0.0511627906976744
"s","c",6,61,4,0.013953488372093
"s","e",47,61,4,0.109302325581395
"s","f",2,61,4,0.00465116279069767
"s","g",1,61,4,0.00232558139534884
"s","h",22,61,4,0.0511627906976744
"s","i",11,61,4,0.0255813953488372
"s","k",4,61,4,0.00930232558139535
"s","l",5,61,4,0.0116279069767442
"s","m",6,61,4,0.013953488372093
"s","n",2,61,4,0.00465116279069767
"s","o",25,61,4,0.0581395348837209
"s","p",12,61,4,0.027906976744186
"s","q",3,61,4,0.00697674418604651
"s","s",12,61,4,0.027906976744186
"s","t",67,61,4,0.155813953488372
"s","u",10,61,4,0.0232558139534884
"s","v",1,61,4,0.00232558139534884
"s","w",2,61,4,0.00465116279069767
"t"," ",179,61,4,0.241565452091768
"t","a",25,61,4,0.0337381916329285
"t","c",4,61,4,0.00539811066126856
"t","e",62,61,4,0.0836707152496626
"t","f",1,61,4,0.00134952766531714
"t","h",234,61,4,0.315789473684211
"t","i",38,61,4,0.0512820512820513
"t","l",21,61,4,0.0283400809716599
"t","m",2,61,4,0.00269905533063428
"t","o",92,61,4,0.124156545209177
"t","r",13,61,4,0.0175438596491228
"t","s",9,61,4,0.0121457489878543
"t","t",18,61,4,0.0242914979757085
"t","u",16,61,4,0.0215924426450742
"t","w",9,61,4,0.0121457489878543
"t","y",13,61,4,0.0175438596491228
"t","z",5,61,4,0.0067476383265857
"u"," ",3,61,4,0.012396694214876
"u","a",9,61,4,0.0371900826446281
"u","b",1,61,4,0.00413223140495868
"u","c",5,61,4,0.0206611570247934
"u","d",4,61,4,0.0165289256198347
"u","e",9,61,4,0.0371900826446281
"u","f",2,61,4,0.00826446280991736
"u","g",20,61,4,0.0826446280991736
"u","i",6,61,4,0.0247933884297521
"u","l",16,61,4,0.0661157024793388
"u","m",11,61,4,0.0454545454545455
"u","n",38,61,4,0.15702479338843
"u","o",1,61,4,0.00413223140495868
"u","p",6,61,4,0.0247933884297521
"u","r",47,61,4,0.194214876033058
"u","s",32,61,4,0.132231404958678
"u","t",32,61,4,0.132231404958678
"v","a",3,61,4,0.0483870967741935
"v","e",45,61,4,0.725806451612903
"v","i",10,61,4,0.161290322580645
"v","o",4,61,4,0.0645161290322581
"w"," ",10,61,4,0.0483091787439614
"w","a",55,61,4,0.265700483091787
"w","e",66,61,4,0.318840579710145
"w","h",25,61,4,0.120772946859903
"w","i",20,61,4,0.0966183574879227
"w","n",15,61,4,0.072463768115942
"w","o",13,61,4,0.0628019323671498
"w","r",1,61,4,0.00483091787439614
"w","s",2,61,4,0.00966183574879227
"x"," ",2,61,4,0.285714285714286
"x","c",1,61,4,0.142857142857143
"x","h",2,61,4,0.285714285714286
"x","i",1,61,4,0.142857142857143
"x","t",1,61,4,0.142857142857143
"y"," ",100,61,4,0.757575757575758
"y","a",4,61,4,0.0303030303030303
"y","b",1,61,4,0.00757575757575758
"y","e",4,61,4,0.0303030303030303
"y","f",1,61,4,0.00757575757575758
"y","i",3,61,4,0.0227272727272727
"y","k",1,61,4,0.00757575757575758
"y","l",2,61,4,0.0151515151515152
"y","o",9,61,4,0.0681818181818182
"y","p",1,61,4,0.00757575757575758
"y","r",1,61,4,0.00757575757575758
"y","s",5,61,4,0.0378787878787879
"z"," ",5,61,4,0.555555555555556
"z","e",4,61,4,0.444444444444444
" "," ",185,62,4,0.10446075663467
" ","a",209,62,4,0.118012422360248
" ","b",83,62,4,0.0468661773009599
" ","c",45,62,4,0.0254093732354602
" ","d",41,62,4,0.0231507622811971
" ","e",28,62,4,0.0158102766798419
" ","f",66,62,4,0.0372670807453416
" ","g",39,62,4,0.0220214568040655
" ","h",118,62,4,0.0666290231507623
" ","i",99,62,4,0.0559006211180124
" ","j",2,62,4,0.00112930547713156
" ","k",8,62,4,0.00451722190852626
" ","l",33,62,4,0.0186335403726708
" ","m",49,62,4,0.0276679841897233
" ","n",35,62,4,0.0197628458498024
" ","o",121,62,4,0.0683229813664596
" ","p",49,62,4,0.0276679841897233
" ","q",4,62,4,0.00225861095426313
" ","r",33,62,4,0.0186335403726708
" ","s",98,62,4,0.0553359683794466
" ","t",255,62,4,0.143986448334274
" ","u",16,62,4,0.00903444381705251
" ","v",13,62,4,0.00734048560135517
" ","w",132,62,4,0.0745341614906832
" ","x",3,62,4,0.00169395821569735
" ","y",7,62,4,0.00395256916996047
"a"," ",45,62,4,0.0769230769230769
"a","b",26,62,4,0.0444444444444444
"a","c",24,62,4,0.041025641025641
"a","d",36,62,4,0.0615384615384615
"a","f",4,62,4,0.00683760683760684
"a","g",15,62,4,0.0256410256410256
"a","i",26,62,4,0.0444444444444444
"a","k",4,62,4,0.00683760683760684
"a","l",38,62,4,0.064957264957265
"a","m",13,62,4,0.0222222222222222
"a","n",130,62,4,0.222222222222222
"a","p",5,62,4,0.00854700854700855
"a","r",56,62,4,0.0957264957264957
"a","s",72,62,4,0.123076923076923
"a","t",52,62,4,0.0888888888888889
"a","u",7,62,4,0.011965811965812
"a","v",15,62,4,0.0256410256410256
"a","w",3,62,4,0.00512820512820513
"a","y",12,62,4,0.0205128205128205
"a","z",2,62,4,0.00341880341880342
"b"," ",2,62,4,0.013986013986014
"b","a",12,62,4,0.0839160839160839
"b","b",2,62,4,0.013986013986014
"b","e",42,62,4,0.293706293706294
"b","i",3,62,4,0.020979020979021
"b","l",25,62,4,0.174825174825175
"b","o",12,62,4,0.0839160839160839
"b","r",11,62,4,0.0769230769230769
"b","s",4,62,4,0.027972027972028
"b","t",1,62,4,0.00699300699300699
"b","u",19,62,4,0.132867132867133
"b","y",10,62,4,0.0699300699300699
"c"," ",2,62,4,0.0128205128205128
"c","a",19,62,4,0.121794871794872
"c","c",3,62,4,0.0192307692307692
"c","e",33,62,4,0.211538461538462
"c","h",40,62,4,0.256410256410256
"c","i",5,62,4,0.032051282051282
"c","k",13,62,4,0.0833333333333333
"c","l",5,62,4,0.032051282051282
"c","o",14,62,4,0.0897435897435897
"c","r",5,62,4,0.032051282051282
"c","s",1,62,4,0.00641025641025641
"c","t",10,62,4,0.0641025641025641
"c","u",6,62,4,0.0384615384615385
"d"," ",224,62,4,0.617079889807163
"d","a",4,62,4,0.0110192837465565
"d","b",2,62,4,0.00550964187327824
"d","d",4,62,4,0.0110192837465565
"d","e",43,62,4,0.118457300275482
"d","f",1,62,4,0.00275482093663912
"d","i",26,62,4,0.0716253443526171
"d","l",7,62,4,0.0192837465564738
"d","o",19,62,4,0.0523415977961433
"d","r",11,62,4,0.0303030303030303
"d","s",11,62,4,0.0303030303030303
"d","t",3,62,4,0.00826446280991736
"d","u",3,62,4,0.00826446280991736
"d","v",1,62,4,0.00275482093663912
"d","w",2,62,4,0.00550964187327824
"d","y",2,62,4,0.00550964187327824
"e"," ",329,62,4,0.353004291845494
"e","a",42,62,4,0.0450643776824034
"e","b",2,62,4,0.00214592274678112
"e","c",11,62,4,0.0118025751072961
"e","d",72,62,4,0.0772532188841202
"e","e",20,62,4,0.0214592274678112
"e","f",10,62,4,0.0107296137339056
"e","g",10,62,4,0.0107296137339056
"e","i",22,62,4,0.0236051502145923
"e","l",34,62,4,0.036480686695279
"e","m",17,62,4,0.0182403433476395
"e","n",84,62,4,0.0901287553648069
"e","o",2,62,4,0.00214592274678112
"e","p",9,62,4,0.00965665236051502
"e","q",1,62,4,0.00107296137339056
"e","r",128,62,4,0.137339055793991
"e","s",75,62,4,0.0804721030042918
"e","t",22,62,4,0.0236051502145923
"e","u",3,62,4,0.00321888412017167
"e","v",12,62,4,0.0128755364806867
"e","w",6,62,4,0.00643776824034335
"e","x",5,62,4,0.00536480686695279
"e","y",16,62,4,0.0171673819742489
"f"," ",54,62,4,0.3375
"f","a",12,62,4,0.075
"f","d",1,62,4,0.00625
"f","e",17,62,4,0.10625
"f","f",5,62,4,0.03125
"f","i",14,62,4,0.0875
"f","l",4,62,4,0.025
"f","o",29,62,4,0.18125
"f","r",10,62,4,0.0625
"f","s",1,62,4,0.00625
"f","t",5,62,4,0.03125
"f","u",7,62,4,0.04375
"f","w",1,62,4,0.00625
"g"," ",51,62,4,0.277173913043478
"g","a",9,62,4,0.0489130434782609
"g","b",1,62,4,0.00543478260869565
"g","c",2,62,4,0.0108695652173913
"g","e",33,62,4,0.179347826086957
"g","g",3,62,4,0.016304347826087
"g","h",30,62,4,0.16304347826087
"g","i",10,62,4,0.0543478260869565
"g","l",5,62,4,0.0271739130434783
"g","n",2,62,4,0.0108695652173913
"g","o",15,62,4,0.0815217391304348
"g","p",1,62,4,0.00543478260869565
"g","r",15,62,4,0.0815217391304348
"g","s",4,62,4,0.0217391304347826
"g","u",3,62,4,0.016304347826087
"h"," ",42,62,4,0.0886075949367089
"h","a",58,62,4,0.122362869198312
"h","b",1,62,4,0.00210970464135021
"h","c",1,62,4,0.00210970464135021
"h","e",221,62,4,0.466244725738397
"h","f",3,62,4,0.00632911392405063
"h","h",2,62,4,0.00421940928270042
"h","i",73,62,4,0.154008438818565
"h","l",1,62,4,0.00210970464135021
"h","m",1,62,4,0.00210970464135021
"h","o",36,62,4,0.0759493670886076
"h","r",4,62,4,0.00843881856540084
"h","t",19,62,4,0.040084388185654
"h","u",10,62,4,0.0210970464135021
"h","w",1,62,4,0.00210970464135021
"h","y",1,62,4,0.00210970464135021
"i"," ",7,62,4,0.013671875
"i","a",3,62,4,0.005859375
"i","b",2,62,4,0.00390625
"i","c",23,62,4,0.044921875
"i","d",28,62,4,0.0546875
"i","e",17,62,4,0.033203125
"i","f",9,62,4,0.017578125
"i","g",27,62,4,0.052734375
"i","i",2,62,4,0.00390625
"i","k",3,62,4,0.005859375
"i","l",37,62,4,0.072265625
"i","m",22,62,4,0.04296875
"i","n",138,62,4,0.26953125
"i","o",17,62,4,0.033203125
"i","p",6,62,4,0.01171875
"i","q",1,62,4,0.001953125
"i","r",24,62,4,0.046875
"i","s",51,62,4,0.099609375
"i","t",80,62,4,0.15625
"i","v",13,62,4,0.025390625
"i","z",2,62,4,0.00390625
"j","e",1,62,4,0.25
"j","o",1,62,4,0.25
"j","u",2,62,4,0.5
"k"," ",15,62,4,0.348837209302326
"k","a",1,62,4,0.0232558139534884
"k","e",13,62,4,0.302325581395349
"k","i",6,62,4,0.13953488372093
"k","n",6,62,4,0.13953488372093
"k","s",2,62,4,0.0465116279069767
"l"," ",33,62,4,0.113793103448276
"l","a",35,62,4,0.120689655172414
"l","b",3,62,4,0.0103448275862069
"l","c",2,62,4,0.00689655172413793
"l","d",31,62,4,0.106896551724138
"l","e",59,62,4,0.203448275862069
"l","f",1,62,4,0.00344827586206897
"l","i",29,62,4,0.1
"l","k",2,62,4,0.00689655172413793
"l","l",32,62,4,0.110344827586207
"l","m",1,62,4,0.00344827586206897
"l","o",17,62,4,0.0586206896551724
"l","s",11,62,4,0.0379310344827586
"l","t",2,62,4,0.00689655172413793
"l","u",2,62,4,0.00689655172413793
"l","v",2,62,4,0.00689655172413793
"l","w",1,62,4,0.00344827586206897
"l","y",27,62,4,0.0931034482758621
"m"," ",23,62,4,0.169117647058824
"m","a",17,62,4,0.125
"m","b",4,62,4,0.0294117647058824
"m","e",36,62,4,0.264705882352941
"m","f",1,62,4,0.00735294117647059
"m","i",14,62,4,0.102941176470588
"m","l",1,62,4,0.00735294117647059
"m","m",3,62,4,0.0220588235294118
"m","o",20,62,4,0.147058823529412
"m","p",7,62,4,0.0514705882352941
"m","r",2,62,4,0.0147058823529412
"m","s",3,62,4,0.0220588235294118
"m","u",4,62,4,0.0294117647058824
"m","y",1,62,4,0.00735294117647059
"n"," ",125,62,4,0.238095238095238
"n","a",7,62,4,0.0133333333333333
"n","c",22,62,4,0.0419047619047619
"n","d",122,62,4,0.232380952380952
"n","e",57,62,4,0.108571428571429
"n","f",1,62,4,0.0019047619047619
"n","g",68,62,4,0.12952380952381
"n","h",2,62,4,0.00380952380952381
"n","i",11,62,4,0.020952380952381
"n","j",1,62,4,0.0019047619047619
"n","k",2,62,4,0.00380952380952381
"n","l",5,62,4,0.00952380952380952
"n","n",6,62,4,0.0114285714285714
"n","o",27,62,4,0.0514285714285714
"n","r",2,62,4,0.00380952380952381
"n","s",19,62,4,0.0361904761904762
"n","t",38,62,4,0.0723809523809524
"n","u",1,62,4,0.0019047619047619
"n","v",1,62,4,0.0019047619047619
"n","w",3,62,4,0.00571428571428571
"n","y",5,62,4,0.00952380952380952
"o"," ",59,62,4,0.113026819923372
"o","a",2,62,4,0.00383141762452107
"o","b",5,62,4,0.00957854406130268
"o","c",4,62,4,0.00766283524904215
"o","d",9,62,4,0.0172413793103448
"o","e",4,62,4,0.00766283524904215
"o","f",58,62,4,0.111111111111111
"o","i",2,62,4,0.00383141762452107
"o","j",1,62,4,0.00191570881226054
"o","k",5,62,4,0.00957854406130268
"o","l",16,62,4,0.0306513409961686
"o","m",22,62,4,0.0421455938697318
"o","n",77,62,4,0.147509578544061
"o","o",25,62,4,0.0478927203065134
"o","p",12,62,4,0.0229885057471264
"o","r",71,62,4,0.136015325670498
"o","s",15,62,4,0.028735632183908
"o","t",35,62,4,0.0670498084291188
"o","u",61,62,4,0.116858237547893
"o","v",7,62,4,0.0134099616858238
"o","w",29,62,4,0.0555555555555556
"o","x",1,62,4,0.00191570881226054
"o","y",2,62,4,0.00383141762452107
"p"," ",14,62,4,0.11965811965812
"p","a",14,62,4,0.11965811965812
"p","e",18,62,4,0.153846153846154
"p","i",9,62,4,0.0769230769230769
"p","l",14,62,4,0.11965811965812
"p","o",12,62,4,0.102564102564103
"p","p",5,62,4,0.0427350427350427
"p","r",15,62,4,0.128205128205128
"p","s",2,62,4,0.0170940170940171
"p","t",7,62,4,0.0598290598290598
"p","u",7,62,4,0.0598290598290598
"q","u",12,62,4,1
"r"," ",85,62,4,0.185995623632385
"r","a",28,62,4,0.0612691466083151
"r","c",7,62,4,0.0153172866520788
"r","d",15,62,4,0.0328227571115974
"r","e",100,62,4,0.218818380743982
"r","g",8,62,4,0.0175054704595186
"r","h",2,62,4,0.00437636761487965
"r","i",43,62,4,0.0940919037199125
"r","k",2,62,4,0.00437636761487965
"r","l",7,62,4,0.0153172866520788
"r","m",4,62,4,0.0087527352297593
"r","n",17,62,4,0.037199124726477
"r","o",51,62,4,0.111597374179431
"r","p",2,62,4,0.00437636761487965
"r","r",6,62,4,0.0131291028446389
"r","s",24,62,4,0.0525164113785558
"r","t",17,62,4,0.037199124726477
"r","u",9,62,4,0.0196936542669584
"r","v",7,62,4,0.0153172866520788
"r","w",5,62,4,0.0109409190371991
"r","y",18,62,4,0.0393873085339169
"s"," ",218,62,4,0.464818763326226
"s","a",21,62,4,0.0447761194029851
"s","b",4,62,4,0.00852878464818763
"s","c",5,62,4,0.0106609808102345
"s","e",37,62,4,0.0788912579957356
"s","g",1,62,4,0.00213219616204691
"s","h",16,62,4,0.0341151385927505
"s","i",30,62,4,0.0639658848614073
"s","k",2,62,4,0.00426439232409382
"s","l",4,62,4,0.00852878464818763
"s","m",1,62,4,0.00213219616204691
"s","o",17,62,4,0.0362473347547974
"s","p",6,62,4,0.0127931769722814
"s","q",6,62,4,0.0127931769722814
"s","s",15,62,4,0.0319829424307036
"s","t",61,62,4,0.130063965884861
"s","u",12,62,4,0.0255863539445629
"s","w",11,62,4,0.023454157782516
"s","y",2,62,4,0.00426439232409382
