"char1","char2","n","chapter","book","prob"
" "," ",19,35,1,0.0396659707724426
" ","a",48,35,1,0.100208768267223
" ","b",26,35,1,0.0542797494780793
" ","c",23,35,1,0.0480167014613779
" ","d",13,35,1,0.0271398747390397
" ","e",10,35,1,0.0208768267223382
" ","f",18,35,1,0.0375782881002088
" ","g",8,35,1,0.0167014613778706
" ","h",22,35,1,0.0459290187891441
" ","i",19,35,1,0.0396659707724426
" ","j",6,35,1,0.0125260960334029
" ","k",3,35,1,0.00626304801670146
" ","l",8,35,1,0.0167014613778706
" ","m",21,35,1,0.0438413361169102
" ","n",8,35,1,0.0167014613778706
" ","o",34,35,1,0.0709812108559499
" ","p",28,35,1,0.058455114822547
" ","q",2,35,1,0.00417536534446764
" ","r",14,35,1,0.0292275574112735
" ","s",47,35,1,0.0981210855949896
" ","t",76,35,1,0.15866388308977
" ","u",4,35,1,0.00835073068893528
" ","v",3,35,1,0.00626304801670146
" ","w",17,35,1,0.0354906054279749
" ","y",2,35,1,0.00417536534446764
"<U+FFFD>","<U+FFFD>",6,35,1,0.75
"<U+FFFD>","t",2,35,1,0.25
"a"," ",15,35,1,0.0742574257425743
"a","b",1,35,1,0.00495049504950495
"a","c",8,35,1,0.0396039603960396
"a","d",4,35,1,0.0198019801980198
"a","f",3,35,1,0.0148514851485149
"a","g",3,35,1,0.0148514851485149
"a","i",11,35,1,0.0544554455445545
"a","k",3,35,1,0.0148514851485149
"a","l",14,35,1,0.0693069306930693
"a","m",8,35,1,0.0396039603960396
"a","n",21,35,1,0.103960396039604
"a","p",3,35,1,0.0148514851485149
"a","r",19,35,1,0.0940594059405941
"a","s",16,35,1,0.0792079207920792
"a","t",42,35,1,0.207920792079208
"a","u",10,35,1,0.0495049504950495
"a","v",8,35,1,0.0396039603960396
"a","w",5,35,1,0.0247524752475248
"a","y",8,35,1,0.0396039603960396
"b","a",4,35,1,0.102564102564103
"b","e",11,35,1,0.282051282051282
"b","i",5,35,1,0.128205128205128
"b","l",2,35,1,0.0512820512820513
"b","o",9,35,1,0.230769230769231
"b","u",6,35,1,0.153846153846154
"b","y",2,35,1,0.0512820512820513
"c","a",11,35,1,0.122222222222222
"c","c",2,35,1,0.0222222222222222
"c","d",1,35,1,0.0111111111111111
"c","e",13,35,1,0.144444444444444
"c","h",22,35,1,0.244444444444444
"c","i",3,35,1,0.0333333333333333
"c","k",12,35,1,0.133333333333333
"c","l",2,35,1,0.0222222222222222
"c","o",16,35,1,0.177777777777778
"c","s",1,35,1,0.0111111111111111
"c","t",6,35,1,0.0666666666666667
"c","u",1,35,1,0.0111111111111111
"d"," ",34,35,1,0.320754716981132
"d","a",7,35,1,0.0660377358490566
"d","c",2,35,1,0.0188679245283019
"d","d",5,35,1,0.0471698113207547
"d","e",20,35,1,0.188679245283019
"d","f",1,35,1,0.00943396226415094
"d","g",2,35,1,0.0188679245283019
"d","i",9,35,1,0.0849056603773585
"d","j",1,35,1,0.00943396226415094
"d","l",1,35,1,0.00943396226415094
"d","m",1,35,1,0.00943396226415094
"d","n",1,35,1,0.00943396226415094
"d","o",5,35,1,0.0471698113207547
"d","r",6,35,1,0.0566037735849057
"d","s",2,35,1,0.0188679245283019
"d","t",4,35,1,0.0377358490566038
"d","u",4,35,1,0.0377358490566038
"d","v",1,35,1,0.00943396226415094
"e"," ",97,35,1,0.27247191011236
"e","<U+FFFD>",1,35,1,0.00280898876404494
"e","a",21,35,1,0.0589887640449438
"e","b",2,35,1,0.00561797752808989
"e","c",15,35,1,0.0421348314606742
"e","d",25,35,1,0.0702247191011236
"e","e",6,35,1,0.0168539325842697
"e","f",4,35,1,0.0112359550561798
"e","g",3,35,1,0.00842696629213483
"e","h",3,35,1,0.00842696629213483
"e","i",4,35,1,0.0112359550561798
"e","j",1,35,1,0.00280898876404494
"e","k",1,35,1,0.00280898876404494
"e","l",7,35,1,0.0196629213483146
"e","m",10,35,1,0.0280898876404494
"e","n",30,35,1,0.0842696629213483
"e","p",1,35,1,0.00280898876404494
"e","r",50,35,1,0.140449438202247
"e","s",38,35,1,0.106741573033708
"e","t",19,35,1,0.0533707865168539
"e","v",3,35,1,0.00842696629213483
"e","w",6,35,1,0.0168539325842697
"e","x",4,35,1,0.0112359550561798
"e","y",4,35,1,0.0112359550561798
"e","z",1,35,1,0.00280898876404494
"f"," ",23,35,1,0.333333333333333
"f","a",3,35,1,0.0434782608695652
"f","e",8,35,1,0.115942028985507
"f","f",6,35,1,0.0869565217391304
"f","i",4,35,1,0.0579710144927536
"f","l",1,35,1,0.0144927536231884
"f","o",16,35,1,0.231884057971014
"f","r",5,35,1,0.072463768115942
"f","t",2,35,1,0.0289855072463768
"f","u",1,35,1,0.0144927536231884
"g"," ",16,35,1,0.313725490196078
"g","a",2,35,1,0.0392156862745098
"g","d",1,35,1,0.0196078431372549
"g","e",4,35,1,0.0784313725490196
"g","g",2,35,1,0.0392156862745098
"g","h",8,35,1,0.156862745098039
"g","i",1,35,1,0.0196078431372549
"g","l",1,35,1,0.0196078431372549
"g","o",6,35,1,0.117647058823529
"g","r",5,35,1,0.0980392156862745
"g","s",3,35,1,0.0588235294117647
"g","t",1,35,1,0.0196078431372549
"g","u",1,35,1,0.0196078431372549
"h"," ",7,35,1,0.0432098765432099
"h","a",16,35,1,0.0987654320987654
"h","b",1,35,1,0.00617283950617284
"h","e",75,35,1,0.462962962962963
"h","f",1,35,1,0.00617283950617284
"h","i",12,35,1,0.0740740740740741
"h","m",1,35,1,0.00617283950617284
"h","n",1,35,1,0.00617283950617284
"h","o",27,35,1,0.166666666666667
"h","r",1,35,1,0.00617283950617284
"h","t",9,35,1,0.0555555555555556
"h","u",11,35,1,0.0679012345679012
"i"," ",2,35,1,0.0109289617486339
"i","a",1,35,1,0.00546448087431694
"i","b",2,35,1,0.0109289617486339
"i","c",3,35,1,0.0163934426229508
"i","d",10,35,1,0.0546448087431694
"i","e",11,35,1,0.0601092896174863
"i","f",5,35,1,0.0273224043715847
"i","g",3,35,1,0.0163934426229508
"i","l",11,35,1,0.0601092896174863
"i","m",7,35,1,0.0382513661202186
"i","n",53,35,1,0.289617486338798
"i","o",14,35,1,0.0765027322404372
"i","p",2,35,1,0.0109289617486339
"i","r",13,35,1,0.0710382513661202
"i","s",20,35,1,0.109289617486339
"i","t",15,35,1,0.0819672131147541
"i","v",7,35,1,0.0382513661202186
"i","z",4,35,1,0.0218579234972678
"j","a",1,35,1,0.0909090909090909
"j","i",1,35,1,0.0909090909090909
"j","o",5,35,1,0.454545454545455
"j","u",4,35,1,0.363636363636364
"k"," ",9,35,1,0.321428571428571
"k","e",5,35,1,0.178571428571429
"k","i",4,35,1,0.142857142857143
"k","l",1,35,1,0.0357142857142857
"k","n",2,35,1,0.0714285714285714
"k","s",3,35,1,0.107142857142857
"k","y",4,35,1,0.142857142857143
"l"," ",12,35,1,0.137931034482759
"l","a",12,35,1,0.137931034482759
"l","c",1,35,1,0.0114942528735632
"l","d",2,35,1,0.0229885057471264
"l","e",14,35,1,0.160919540229885
"l","i",8,35,1,0.0919540229885057
"l","k",2,35,1,0.0229885057471264
"l","l",10,35,1,0.114942528735632
"l","m",1,35,1,0.0114942528735632
"l","n",1,35,1,0.0114942528735632
"l","o",5,35,1,0.0574712643678161
"l","s",3,35,1,0.0344827586206897
"l","t",7,35,1,0.0804597701149425
"l","u",1,35,1,0.0114942528735632
"l","v",2,35,1,0.0229885057471264
"l","y",6,35,1,0.0689655172413793
"m"," ",31,35,1,0.306930693069307
"m","a",11,35,1,0.108910891089109
"m","b",2,35,1,0.0198019801980198
"m","c",1,35,1,0.0099009900990099
"m","e",18,35,1,0.178217821782178
"m","f",1,35,1,0.0099009900990099
"m","i",7,35,1,0.0693069306930693
"m","m",1,35,1,0.0099009900990099
"m","o",9,35,1,0.0891089108910891
"m","p",4,35,1,0.0396039603960396
"m","s",5,35,1,0.0495049504950495
"m","t",2,35,1,0.0198019801980198
"m","u",4,35,1,0.0396039603960396
"m","y",5,35,1,0.0495049504950495
"n"," ",36,35,1,0.204545454545455
"n","a",5,35,1,0.0284090909090909
"n","b",1,35,1,0.00568181818181818
"n","c",9,35,1,0.0511363636363636
"n","d",21,35,1,0.119318181818182
"n","e",19,35,1,0.107954545454545
"n","f",3,35,1,0.0170454545454545
"n","g",22,35,1,0.125
"n","i",7,35,1,0.0397727272727273
"n","j",3,35,1,0.0170454545454545
"n","l",1,35,1,0.00568181818181818
"n","m",2,35,1,0.0113636363636364
"n","n",3,35,1,0.0170454545454545
"n","o",4,35,1,0.0227272727272727
"n","p",1,35,1,0.00568181818181818
"n","r",2,35,1,0.0113636363636364
"n","s",8,35,1,0.0454545454545455
"n","t",29,35,1,0.164772727272727
"o"," ",14,35,1,0.056
"o","<U+FFFD>",1,35,1,0.004
"o","a",2,35,1,0.008
"o","b",2,35,1,0.008
"o","c",2,35,1,0.008
"o","d",11,35,1,0.044
"o","e",5,35,1,0.02
"o","f",21,35,1,0.084
"o","i",2,35,1,0.008
"o","k",3,35,1,0.012
"o","l",9,35,1,0.036
"o","m",41,35,1,0.164
"o","n",30,35,1,0.12
"o","o",18,35,1,0.072
"o","p",5,35,1,0.02
"o","r",31,35,1,0.124
"o","s",4,35,1,0.016
"o","t",7,35,1,0.028
"o","u",21,35,1,0.084
"o","v",2,35,1,0.008
"o","w",11,35,1,0.044
"o","y",8,35,1,0.032
"p"," ",4,35,1,0.0677966101694915
"p","a",3,35,1,0.0508474576271186
"p","e",8,35,1,0.135593220338983
"p","h",1,35,1,0.0169491525423729
"p","i",10,35,1,0.169491525423729
"p","k",1,35,1,0.0169491525423729
"p","l",6,35,1,0.101694915254237
"p","o",9,35,1,0.152542372881356
"p","p",2,35,1,0.0338983050847458
"p","r",10,35,1,0.169491525423729
"p","t",4,35,1,0.0677966101694915
"p","y",1,35,1,0.0169491525423729
"q","u",2,35,1,1
"r"," ",24,35,1,0.121827411167513
"r","a",18,35,1,0.0913705583756345
"r","b",1,35,1,0.0050761421319797
"r","c",6,35,1,0.0304568527918782
"r","d",7,35,1,0.0355329949238579
"r","e",43,35,1,0.218274111675127
"r","f",1,35,1,0.0050761421319797
"r","i",18,35,1,0.0913705583756345
"r","k",3,35,1,0.0152284263959391
"r","l",2,35,1,0.0101522842639594
"r","m",5,35,1,0.0253807106598985
"r","n",4,35,1,0.0203045685279188
"r","o",19,35,1,0.0964467005076142
"r","p",3,35,1,0.0152284263959391
"r","r",6,35,1,0.0304568527918782
"r","s",6,35,1,0.0304568527918782
"r","t",20,35,1,0.101522842639594
"r","u",3,35,1,0.0152284263959391
"r","v",1,35,1,0.0050761421319797
"r","y",7,35,1,0.0355329949238579
"s"," ",56,35,1,0.302702702702703
"s","a",10,35,1,0.0540540540540541
"s","c",7,35,1,0.0378378378378378
"s","d",2,35,1,0.0108108108108108
"s","e",10,35,1,0.0540540540540541
"s","f",1,35,1,0.00540540540540541
"s","h",7,35,1,0.0378378378378378
"s","i",12,35,1,0.0648648648648649
"s","l",3,35,1,0.0162162162162162
"s","m",1,35,1,0.00540540540540541
"s","n",1,35,1,0.00540540540540541
"s","o",6,35,1,0.0324324324324324
"s","p",3,35,1,0.0162162162162162
"s","r",2,35,1,0.0108108108108108
"s","s",8,35,1,0.0432432432432432
"s","t",41,35,1,0.221621621621622
"s","u",12,35,1,0.0648648648648649
"s","w",3,35,1,0.0162162162162162
"t"," ",48,35,1,0.153846153846154
"t","a",16,35,1,0.0512820512820513
"t","b",1,35,1,0.00320512820512821
"t","c",2,35,1,0.00641025641025641
"t","d",1,35,1,0.00320512820512821
"t","e",40,35,1,0.128205128205128
"t","f",1,35,1,0.00320512820512821
"t","h",90,35,1,0.288461538461538
"t","i",29,35,1,0.092948717948718
"t","l",2,35,1,0.00641025641025641
"t","m",2,35,1,0.00641025641025641
"t","o",39,35,1,0.125
"t","p",1,35,1,0.00320512820512821
"t","r",12,35,1,0.0384615384615385
"t","s",2,35,1,0.00641025641025641
"t","t",11,35,1,0.0352564102564103
"t","u",6,35,1,0.0192307692307692
"t","w",4,35,1,0.0128205128205128
"t","y",5,35,1,0.016025641025641
"u","a",1,35,1,0.010989010989011
"u","c",7,35,1,0.0769230769230769
"u","d",3,35,1,0.032967032967033
"u","e",2,35,1,0.021978021978022
"u","f",3,35,1,0.032967032967033
"u","g",8,35,1,0.0879120879120879
"u","i",1,35,1,0.010989010989011
"u","l",5,35,1,0.0549450549450549
"u","n",17,35,1,0.186813186813187
"u","p",5,35,1,0.0549450549450549
"u","r",18,35,1,0.197802197802198
"u","s",13,35,1,0.142857142857143
"u","t",8,35,1,0.0879120879120879
"v","a",6,35,1,0.214285714285714
"v","e",17,35,1,0.607142857142857
"v","i",5,35,1,0.178571428571429
"w"," ",6,35,1,0.125
"w","a",1,35,1,0.0208333333333333
"w","e",8,35,1,0.166666666666667
"w","h",6,35,1,0.125
"w","i",8,35,1,0.166666666666667
"w","n",4,35,1,0.0833333333333333
"w","o",7,35,1,0.145833333333333
"w","r",3,35,1,0.0625
"w","t",1,35,1,0.0208333333333333
"w","v",1,35,1,0.0208333333333333
"w","w",1,35,1,0.0208333333333333
"w","y",2,35,1,0.0416666666666667
"x","a",1,35,1,0.25
"x","h",1,35,1,0.25
"x","p",1,35,1,0.25
"x","t",1,35,1,0.25
"y"," ",27,35,1,0.5
"y","a",2,35,1,0.037037037037037
"y","c",2,35,1,0.037037037037037
"y","e",4,35,1,0.0740740740740741
"y","h",2,35,1,0.037037037037037
"y","i",3,35,1,0.0555555555555556
"y","l",1,35,1,0.0185185185185185
"y","o",2,35,1,0.037037037037037
"y","s",6,35,1,0.111111111111111
"y","t",4,35,1,0.0740740740740741
"y","w",1,35,1,0.0185185185185185
"z","e",5,35,1,1
" "," ",515,36,1,0.174694708276798
" ","<U+FFFD>",1,36,1,0.00033921302578019
" ","a",275,36,1,0.0932835820895522
" ","b",126,36,1,0.0427408412483039
" ","c",68,36,1,0.0230664857530529
" ","d",96,36,1,0.0325644504748982
" ","e",30,36,1,0.0101763907734057
" ","f",71,36,1,0.0240841248303935
" ","g",31,36,1,0.0105156037991859
" ","h",191,36,1,0.0647896879240163
" ","i",165,36,1,0.0559701492537313
" ","j",17,36,1,0.00576662143826323
" ","k",17,36,1,0.00576662143826323
" ","l",89,36,1,0.0301899592944369
" ","m",85,36,1,0.0288331071913161
" ","n",71,36,1,0.0240841248303935
" ","o",124,36,1,0.0420624151967436
" ","p",54,36,1,0.0183175033921303
" ","q",2,36,1,0.00067842605156038
" ","r",32,36,1,0.0108548168249661
" ","s",229,36,1,0.0776797829036635
" ","t",370,36,1,0.12550881953867
" ","u",22,36,1,0.00746268656716418
" ","v",18,36,1,0.00610583446404342
" ","w",162,36,1,0.0549525101763908
" ","y",87,36,1,0.0295115332428765
"<U+FFFD>","i",1,36,1,1
"a"," ",64,36,1,0.0856760374832664
"a","b",12,36,1,0.0160642570281124
"a","c",32,36,1,0.0428380187416332
"a","d",40,36,1,0.0535475234270415
"a","f",5,36,1,0.00669344042838019
"a","g",10,36,1,0.0133868808567604
"a","i",40,36,1,0.0535475234270415
"a","k",14,36,1,0.0187416331994645
"a","l",29,36,1,0.0388219544846051
"a","m",15,36,1,0.0200803212851406
"a","n",182,36,1,0.243641231593039
"a","p",8,36,1,0.0107095046854083
"a","r",65,36,1,0.0870147255689424
"a","s",65,36,1,0.0870147255689424
"a","t",102,36,1,0.136546184738956
"a","u",17,36,1,0.0227576974564926
"a","v",5,36,1,0.00669344042838019
"a","w",8,36,1,0.0107095046854083
"a","x",1,36,1,0.00133868808567604
"a","y",33,36,1,0.0441767068273092
"b","a",7,36,1,0.0409356725146199
"b","b",5,36,1,0.0292397660818713
"b","e",32,36,1,0.187134502923977
"b","i",13,36,1,0.0760233918128655
"b","l",17,36,1,0.0994152046783626
"b","o",48,36,1,0.280701754385965
"b","r",14,36,1,0.0818713450292398
"b","t",1,36,1,0.00584795321637427
"b","u",26,36,1,0.152046783625731
"b","y",8,36,1,0.0467836257309941
"c"," ",1,36,1,0.00497512437810945
"c","a",40,36,1,0.199004975124378
"c","c",1,36,1,0.00497512437810945
"c","e",25,36,1,0.124378109452736
"c","h",38,36,1,0.189054726368159
"c","i",8,36,1,0.0398009950248756
"c","k",31,36,1,0.154228855721393
"c","l",10,36,1,0.0497512437810945
"c","o",27,36,1,0.134328358208955
"c","q",1,36,1,0.00497512437810945
"c","r",6,36,1,0.0298507462686567
"c","t",6,36,1,0.0298507462686567
"c","u",6,36,1,0.0298507462686567
"c","y",1,36,1,0.00497512437810945
"d"," ",302,36,1,0.618852459016393
"d","a",27,36,1,0.055327868852459
"d","c",1,36,1,0.00204918032786885
"d","d",3,36,1,0.00614754098360656
"d","e",33,36,1,0.0676229508196721
"d","f",4,36,1,0.00819672131147541
"d","i",26,36,1,0.0532786885245902
"d","l",5,36,1,0.0102459016393443
"d","n",8,36,1,0.0163934426229508
"d","o",44,36,1,0.0901639344262295
"d","r",5,36,1,0.0102459016393443
"d","s",6,36,1,0.0122950819672131
"d","t",1,36,1,0.00204918032786885
"d","u",8,36,1,0.0163934426229508
"d","v",5,36,1,0.0102459016393443
"d","w",1,36,1,0.00204918032786885
"d","y",9,36,1,0.0184426229508197
"e"," ",394,36,1,0.370649106302916
"e","a",49,36,1,0.0460959548447789
"e","b",1,36,1,0.000940733772342427
"e","c",16,36,1,0.0150517403574788
"e","d",105,36,1,0.0987770460959548
"e","e",30,36,1,0.0282220131702728
"e","f",5,36,1,0.00470366886171214
"e","g",3,36,1,0.00282220131702728
"e","h",6,36,1,0.00564440263405456
"e","i",6,36,1,0.00564440263405456
"e","k",1,36,1,0.000940733772342427
"e","l",48,36,1,0.0451552210724365
"e","m",22,36,1,0.0206961429915334
"e","n",64,36,1,0.0602069614299153
"e","o",1,36,1,0.000940733772342427
"e","p",9,36,1,0.00846660395108184
"e","r",151,36,1,0.142050799623706
"e","s",55,36,1,0.0517403574788335
"e","t",33,36,1,0.0310442144873001
"e","v",16,36,1,0.0150517403574788
"e","w",27,36,1,0.0253998118532455
"e","x",9,36,1,0.00846660395108184
"e","y",12,36,1,0.0112888052681091
"f"," ",70,36,1,0.37037037037037
"f","a",7,36,1,0.037037037037037
"f","c",1,36,1,0.00529100529100529
"f","e",11,36,1,0.0582010582010582
"f","f",13,36,1,0.0687830687830688
"f","h",1,36,1,0.00529100529100529
"f","i",11,36,1,0.0582010582010582
"f","l",6,36,1,0.0317460317460317
"f","o",47,36,1,0.248677248677249
"f","r",9,36,1,0.0476190476190476
"f","t",3,36,1,0.0158730158730159
"f","u",10,36,1,0.0529100529100529
"g"," ",64,36,1,0.374269005847953
"g","a",7,36,1,0.0409356725146199
"g","e",26,36,1,0.152046783625731
"g","g",6,36,1,0.0350877192982456
"g","h",28,36,1,0.16374269005848
"g","i",4,36,1,0.0233918128654971
"g","l",7,36,1,0.0409356725146199
"g","o",17,36,1,0.0994152046783626
"g","r",5,36,1,0.0292397660818713
"g","s",3,36,1,0.0175438596491228
"g","t",1,36,1,0.00584795321637427
"g","u",3,36,1,0.0175438596491228
"h"," ",75,36,1,0.117554858934169
"h","a",92,36,1,0.144200626959248
"h","e",280,36,1,0.438871473354232
"h","f",1,36,1,0.00156739811912226
"h","i",116,36,1,0.181818181818182
"h","o",34,36,1,0.0532915360501567
"h","r",16,36,1,0.0250783699059561
"h","s",2,36,1,0.00313479623824451
"h","t",12,36,1,0.0188087774294671
"h","u",2,36,1,0.00313479623824451
"h","w",2,36,1,0.00313479623824451
"h","y",6,36,1,0.00940438871473354
"i"," ",61,36,1,0.0939907550077042
"i","a",4,36,1,0.0061633281972265
"i","b",1,36,1,0.00154083204930663
"i","c",20,36,1,0.0308166409861325
"i","d",51,36,1,0.0785824345146379
"i","e",14,36,1,0.0215716486902928
"i","f",14,36,1,0.0215716486902928
"i","g",19,36,1,0.0292758089368259
"i","i",1,36,1,0.00154083204930663
"i","k",8,36,1,0.012326656394453
"i","l",25,36,1,0.0385208012326656
"i","m",56,36,1,0.086286594761171
"i","n",143,36,1,0.220338983050847
"i","o",15,36,1,0.0231124807395994
"i","p",4,36,1,0.0061633281972265
"i","q",1,36,1,0.00154083204930663
"i","r",18,36,1,0.0277349768875193
"i","s",76,36,1,0.117103235747304
"i","t",111,36,1,0.171032357473035
"i","v",5,36,1,0.00770416024653313
"i","x",1,36,1,0.00154083204930663
"i","z",1,36,1,0.00154083204930663
"j","a",5,36,1,0.294117647058824
"j","e",1,36,1,0.0588235294117647
"j","i",5,36,1,0.294117647058824
"j","u",6,36,1,0.352941176470588
"k"," ",41,36,1,0.37962962962963
"k","e",40,36,1,0.37037037037037
"k","i",8,36,1,0.0740740740740741
"k","n",12,36,1,0.111111111111111
"k","o",3,36,1,0.0277777777777778
"k","s",3,36,1,0.0277777777777778
"k","t",1,36,1,0.00925925925925926
"l"," ",70,36,1,0.175
"l","a",42,36,1,0.105
"l","c",1,36,1,0.0025
"l","d",22,36,1,0.055
"l","e",53,36,1,0.1325
"l","f",7,36,1,0.0175
"l","g",1,36,1,0.0025
"l","i",44,36,1,0.11
"l","k",1,36,1,0.0025
"l","l",77,36,1,0.1925
"l","m",1,36,1,0.0025
"l","o",38,36,1,0.095
"l","p",1,36,1,0.0025
"l","r",1,36,1,0.0025
"l","s",9,36,1,0.0225
"l","t",5,36,1,0.0125
"l","u",5,36,1,0.0125
"l","v",1,36,1,0.0025
"l","y",21,36,1,0.0525
"m"," ",90,36,1,0.333333333333333
"m","a",30,36,1,0.111111111111111
"m","b",6,36,1,0.0222222222222222
"m","c",1,36,1,0.0037037037037037
"m","e",55,36,1,0.203703703703704
"m","f",2,36,1,0.00740740740740741
"m","h",1,36,1,0.0037037037037037
"m","i",22,36,1,0.0814814814814815
"m","m",3,36,1,0.0111111111111111
"m","n",1,36,1,0.0037037037037037
"m","o",22,36,1,0.0814814814814815
"m","p",9,36,1,0.0333333333333333
"m","s",4,36,1,0.0148148148148148
"m","t",1,36,1,0.0037037037037037
"m","u",8,36,1,0.0296296296296296
"m","w",1,36,1,0.0037037037037037
"m","y",14,36,1,0.0518518518518519
"n"," ",165,36,1,0.263578274760383
"n","a",11,36,1,0.0175718849840256
"n","b",1,36,1,0.00159744408945687
"n","c",16,36,1,0.0255591054313099
"n","d",139,36,1,0.222044728434505
"n","e",64,36,1,0.10223642172524
"n","f",2,36,1,0.00319488817891374
"n","g",73,36,1,0.116613418530351
"n","i",11,36,1,0.0175718849840256
"n","k",4,36,1,0.00638977635782748
"n","l",5,36,1,0.00798722044728434
"n","n",1,36,1,0.00159744408945687
"n","o",52,36,1,0.0830670926517572
"n","s",12,36,1,0.0191693290734824
"n","t",53,36,1,0.0846645367412141
"n","u",7,36,1,0.0111821086261981
"n","y",10,36,1,0.0159744408945687
"o"," ",103,36,1,0.124096385542169
"o","a",3,36,1,0.0036144578313253
"o","b",4,36,1,0.00481927710843374
"o","c",4,36,1,0.00481927710843374
"o","d",18,36,1,0.0216867469879518
"o","e",3,36,1,0.0036144578313253
"o","f",53,36,1,0.063855421686747
"o","g",4,36,1,0.00481927710843374
"o","h",5,36,1,0.00602409638554217
"o","i",4,36,1,0.00481927710843374
"o","k",22,36,1,0.0265060240963855
"o","l",29,36,1,0.0349397590361446
"o","m",67,36,1,0.0807228915662651
"o","n",75,36,1,0.0903614457831325
"o","o",49,36,1,0.0590361445783133
"o","p",6,36,1,0.0072289156626506
"o","r",75,36,1,0.0903614457831325
"o","s",9,36,1,0.0108433734939759
"o","t",54,36,1,0.0650602409638554
"o","u",156,36,1,0.187951807228916
"o","v",19,36,1,0.0228915662650602
"o","w",42,36,1,0.0506024096385542
"o","y",26,36,1,0.0313253012048193
"p"," ",24,36,1,0.184615384615385
"p","a",9,36,1,0.0692307692307692
"p","e",22,36,1,0.169230769230769
"p","i",5,36,1,0.0384615384615385
"p","l",16,36,1,0.123076923076923
"p","o",15,36,1,0.115384615384615
"p","p",9,36,1,0.0692307692307692
"p","r",12,36,1,0.0923076923076923
"p","s",2,36,1,0.0153846153846154
"p","t",5,36,1,0.0384615384615385
"p","u",11,36,1,0.0846153846153846
"q","u",4,36,1,1
"r"," ",146,36,1,0.305439330543933
"r","a",20,36,1,0.0418410041841004
"r","b",2,36,1,0.00418410041841004
"r","c",4,36,1,0.00836820083682008
"r","d",10,36,1,0.0209205020920502
"r","e",112,36,1,0.234309623430962
"r","f",3,36,1,0.00627615062761506
"r","g",6,36,1,0.0125523012552301
"r","i",23,36,1,0.0481171548117155
"r","k",7,36,1,0.0146443514644351
"r","l",2,36,1,0.00418410041841004
"r","m",7,36,1,0.0146443514644351
"r","n",18,36,1,0.0376569037656904
"r","o",48,36,1,0.100418410041841
"r","p",3,36,1,0.00627615062761506
"r","r",6,36,1,0.0125523012552301
"r","s",10,36,1,0.0209205020920502
"r","t",25,36,1,0.0523012552301255
"r","u",9,36,1,0.0188284518828452
"r","v",4,36,1,0.00836820083682008
"r","y",13,36,1,0.0271966527196653
"s"," ",210,36,1,0.379061371841155
"s","a",38,36,1,0.0685920577617329
"s","b",2,36,1,0.0036101083032491
"s","c",11,36,1,0.01985559566787
"s","e",49,36,1,0.0884476534296029
"s","f",2,36,1,0.0036101083032491
"s","h",51,36,1,0.092057761732852
"s","i",23,36,1,0.0415162454873646
"s","k",3,36,1,0.00541516245487365
"s","l",3,36,1,0.00541516245487365
"s","m",7,36,1,0.0126353790613718
"s","n",5,36,1,0.00902527075812274
"s","o",33,36,1,0.0595667870036101
"s","p",13,36,1,0.0234657039711191
"s","s",14,36,1,0.0252707581227437
"s","t",69,36,1,0.124548736462094
"s","u",12,36,1,0.0216606498194946
"s","w",9,36,1,0.0162454873646209
"t"," ",303,36,1,0.322340425531915
"t","a",25,36,1,0.0265957446808511
"t","b",1,36,1,0.00106382978723404
"t","c",9,36,1,0.00957446808510638
"t","e",59,36,1,0.0627659574468085
"t","f",1,36,1,0.00106382978723404
"t","h",276,36,1,0.293617021276596
"t","i",43,36,1,0.0457446808510638
"t","l",10,36,1,0.0106382978723404
"t","n",1,36,1,0.00106382978723404
"t","o",115,36,1,0.122340425531915
"t","r",26,36,1,0.0276595744680851
"t","s",9,36,1,0.00957446808510638
"t","t",18,36,1,0.0191489361702128
"t","u",21,36,1,0.0223404255319149
"t","w",7,36,1,0.0074468085106383
"t","y",16,36,1,0.0170212765957447
"u"," ",67,36,1,0.20059880239521
"u","a",1,36,1,0.0029940119760479
"u","b",6,36,1,0.0179640718562874
"u","c",14,36,1,0.0419161676646707
"u","d",3,36,1,0.00898203592814371
"u","e",4,36,1,0.0119760479041916
"u","f",6,36,1,0.0179640718562874
"u","g",18,36,1,0.0538922155688623
"u","i",6,36,1,0.0179640718562874
"u","l",21,36,1,0.062874251497006
"u","m",7,36,1,0.0209580838323353
"u","n",38,36,1,0.11377245508982
"u","p",14,36,1,0.0419161676646707
"u","r",37,36,1,0.110778443113772
"u","s",30,36,1,0.0898203592814371
"u","t",62,36,1,0.18562874251497
"v","a",6,36,1,0.0821917808219178
"v","e",53,36,1,0.726027397260274
"v","i",11,36,1,0.150684931506849
"v","o",1,36,1,0.0136986301369863
"v","u",1,36,1,0.0136986301369863
"v","y",1,36,1,0.0136986301369863
"w"," ",43,36,1,0.164750957854406
"w","a",47,36,1,0.18007662835249
"w","c",1,36,1,0.00383141762452107
"w","d",1,36,1,0.00383141762452107
"w","e",51,36,1,0.195402298850575
"w","h",41,36,1,0.157088122605364
"w","i",47,36,1,0.18007662835249
"w","n",7,36,1,0.0268199233716475
"w","o",17,36,1,0.0651340996168582
"w","s",5,36,1,0.0191570881226054
"w","w",1,36,1,0.00383141762452107
"x"," ",2,36,1,0.181818181818182
"x","a",1,36,1,0.0909090909090909
"x","c",1,36,1,0.0909090909090909
