"char1","n","chapter","book","prob"
"z",6,8,3,0.000346420323325635
" ",5939,9,3,0.207889946793615
"a",1691,9,3,0.0591921030523663
"b",407,9,3,0.0142467096051526
"c",582,9,3,0.0203724446933632
"d",1024,9,3,0.0358443013161579
"e",2830,9,3,0.0990618874264912
"f",479,9,3,0.016767012041445
"g",428,9,3,0.0149817978157379
"h",1475,9,3,0.0516311957434892
"i",1567,9,3,0.0548515821898628
"j",28,9,3,0.000980117614113694
"k",183,9,3,0.00640576869224307
"l",855,9,3,0.0299285914309717
"m",523,9,3,0.0183071968636236
"n",1494,9,3,0.0522962755530664
"o",1738,9,3,0.0608373004760571
"p",390,9,3,0.0136516381965836
"q",112,9,3,0.00392047045645477
"r",1331,9,3,0.0465905908709045
"s",1735,9,3,0.0607322878745449
"t",1888,9,3,0.0660879305516662
"u",645,9,3,0.022577709325119
"v",196,9,3,0.00686082329879586
"w",528,9,3,0.0184822178661439
"x",22,9,3,0.000770092411089331
"y",475,9,3,0.0166269952394287
"z",3,9,3,0.000105012601512181
" ",7242,10,3,0.212730957906177
"a",2073,10,3,0.060893575771818
"b",360,10,3,0.0105748612049467
"c",705,10,3,0.0207091031930206
"d",1108,10,3,0.0325470728196692
"e",3249,10,3,0.0954381223746438
"f",541,10,3,0.0158916664218782
"g",540,10,3,0.01586229180742
"h",1606,10,3,0.0471756308198455
"i",1967,10,3,0.0577798666392504
"j",39,10,3,0.00114560996386922
"k",225,10,3,0.00660928825309168
"l",1027,10,3,0.0301677290485562
"m",778,10,3,0.0228534500484681
"n",1860,10,3,0.0546367828922245
"o",2025,10,3,0.0594835942778251
"p",434,10,3,0.0127485826748524
"q",159,10,3,0.00467056369885145
"r",1608,10,3,0.0472343800487619
"s",2024,10,3,0.0594542196633669
"t",2190,10,3,0.0643304056634257
"u",855,10,3,0.0251152953617484
"v",234,10,3,0.00687365978321535
"w",555,10,3,0.0163029110242928
"x",48,10,3,0.00140998149399289
"y",588,10,3,0.0172722733014129
"z",3,10,3,8.81238433745557e-05
" ",6462,11,3,0.215134667243733
"a",1986,11,3,0.0661184539068482
"b",317,11,3,0.0105536504977195
"c",552,11,3,0.0183773346206345
"d",1034,11,3,0.0344242101408263
"e",2858,11,3,0.0951493158437927
"f",434,11,3,0.0144488464227453
"g",419,11,3,0.0139494623297933
"h",1337,11,3,0.0445117688184572
"i",1754,11,3,0.0583946466025236
"j",22,11,3,0.000732430002996305
"k",269,11,3,0.008955621400273
"l",1038,11,3,0.0345573792322802
"m",745,11,3,0.024802743283284
"n",1634,11,3,0.0543995738589073
"o",1681,11,3,0.0559643106834904
"p",455,11,3,0.0151479841528781
"q",26,11,3,0.000865599094450178
"r",1460,11,3,0.0486067183806638
"s",1455,11,3,0.0484402570163465
"t",2011,11,3,0.0669507607284349
"u",673,11,3,0.0224056996371142
"v",250,11,3,0.0083230682158671
"w",528,11,3,0.0175783200719113
"x",33,11,3,0.00109864500449446
"y",601,11,3,0.0200086559909445
"z",3,11,3,9.98768185904052e-05
" ",2399,12,3,0.207418295002594
"a",750,12,3,0.0648452360366592
"b",160,12,3,0.0138336503544873
"c",266,12,3,0.0229984437143351
"d",419,12,3,0.0362268718658136
"e",1122,12,3,0.0970084731108421
"f",197,12,3,0.0170326819989625
"g",207,12,3,0.0178972851461179
"h",554,12,3,0.0478990143524122
"i",586,12,3,0.0506657444233097
"j",9,12,3,0.00077814283243991
"k",119,12,3,0.0102887774511499
"l",368,12,3,0.0318173958153208
"m",267,12,3,0.0230849040290507
"n",675,12,3,0.0583607124329933
"o",666,12,3,0.0575825696005533
"p",134,12,3,0.0115856821718831
"q",7,12,3,0.000605222203008819
"r",548,12,3,0.047380252464119
"s",548,12,3,0.047380252464119
"t",775,12,3,0.0670067439045478
"u",247,12,3,0.0213556977347398
"v",87,12,3,0.00752204738025246
"w",219,12,3,0.0189348089227045
"x",7,12,3,0.000605222203008819
"y",228,12,3,0.0197129517551444
"z",2,12,3,0.000172920629431091
" ",5255,13,3,0.211035701377455
"a",1521,13,3,0.0610818842616762
"b",316,13,3,0.0126902534034778
"c",461,13,3,0.0185133127183647
"d",870,13,3,0.0349383558893217
"e",2344,13,3,0.0941327657523794
"f",408,13,3,0.0163848841411991
"g",383,13,3,0.0153809083972531
"h",1196,13,3,0.0480301995903779
"i",1491,13,3,0.059877113368941
"j",26,13,3,0.00104413477370387
"k",163,13,3,0.00654592185052809
"l",815,13,3,0.0327296092526405
"m",551,13,3,0.0221276253965704
"n",1315,13,3,0.052809124131561
"o",1466,13,3,0.058873137624995
"p",378,13,3,0.0151801132484639
"q",76,13,3,0.00305208626159592
"r",1142,13,3,0.0458616119834545
"s",1483,13,3,0.0595558411308783
"t",1614,13,3,0.0648166740291555
"u",609,13,3,0.0244568491225252
"v",166,13,3,0.00666639893980161
"w",409,13,3,0.016425043170957
"x",26,13,3,0.00104413477370387
"y",414,13,3,0.0166258383197462
"z",3,13,3,0.000120477089273523
" ",6452,14,3,0.212565479524264
"a",1888,14,3,0.0622014298421902
"b",348,14,3,0.0114650940598952
"c",626,14,3,0.0206239910387771
"d",1099,14,3,0.0362072941719105
"e",2906,14,3,0.0957401245346424
"f",530,14,3,0.0174612064705301
"g",464,14,3,0.0152867920798603
"h",1606,14,3,0.0529107501729648
"i",1683,14,3,0.0554475669620795
"j",36,14,3,0.00118604421309261
"k",199,14,3,0.00655618884459526
"l",944,14,3,0.0311007149210951
"m",572,14,3,0.0188449247191381
"n",1649,14,3,0.0543274140941587
"o",1793,14,3,0.0590715909465292
"p",393,14,3,0.012947649326261
"q",106,14,3,0.00349224129410602
"r",1396,14,3,0.0459921589299246
"s",1689,14,3,0.055645240997595
"t",1944,14,3,0.064046387507001
"u",759,14,3,0.0250057654927025
"v",202,14,3,0.00665502586235298
"w",518,14,3,0.0170658583994992
"x",43,14,3,0.00141666392119395
"y",497,14,3,0.0163739992751952
"z",11,14,3,0.000362402398444964
" ",5477,15,3,0.209911083857121
"a",1635,15,3,0.0626628851755327
"b",308,15,3,0.0118043844856661
"c",536,15,3,0.0205426950789514
"d",894,15,3,0.0342633757473555
"e",2497,15,3,0.0956998313659359
"f",409,15,3,0.0156753027747969
"g",517,15,3,0.019814502529511
"h",1210,15,3,0.0463743676222597
"i",1425,15,3,0.0546144412080331
"j",17,15,3,0.000651540702130921
"k",275,15,3,0.010539629005059
"l",861,15,3,0.0329986202667484
"m",568,15,3,0.0217691246359037
"n",1439,15,3,0.0551510041391998
"o",1517,15,3,0.058140426184271
"p",382,15,3,0.0146405028361183
"q",31,15,3,0.00118810363329756
"r",1264,15,3,0.0484439674996167
"s",1277,15,3,0.0489422045071286
"t",1784,15,3,0.068373447800092
"u",533,15,3,0.0204277173079871
"v",200,15,3,0.00766518473095202
"w",575,15,3,0.022037406101487
"x",32,15,3,0.00122642955695232
"y",420,15,3,0.0160968879349992
"z",9,15,3,0.000344933312892841
" ",5972,17,3,0.207555694574775
"a",1783,17,3,0.0619678170507073
"b",302,17,3,0.0104959510652348
"c",623,17,3,0.0216522434226532
"d",970,17,3,0.0337121607062176
"e",2729,17,3,0.0948458624404824
"f",468,17,3,0.0162652486706287
"g",505,17,3,0.0175511764501442
"h",1397,17,3,0.0485524623779237
"i",1692,17,3,0.0588051298091961
"j",25,17,3,0.000868870121294269
"k",234,17,3,0.00813262433531436
"l",949,17,3,0.0329823098043305
"m",693,17,3,0.0240850797622771
"n",1623,17,3,0.0564070482744239
"o",1633,17,3,0.0567545963229417
"p",412,17,3,0.0143189795989296
"q",32,17,3,0.00111215375525666
"r",1337,17,3,0.0464671740868175
"s",1505,17,3,0.052305981301915
"t",1921,17,3,0.0667639801202516
"u",602,17,3,0.020922392520766
"v",225,17,3,0.00781983109164842
"w",571,17,3,0.0198449935703611
"x",41,17,3,0.0014249469989226
"y",525,17,3,0.0182462725471796
"z",4,17,3,0.000139019219407083
" ",9023,18,3,0.206447627328056
"a",2675,18,3,0.0612044112936439
"b",532,18,3,0.0121722417974649
"c",934,18,3,0.0213700636068274
"d",1466,18,3,0.0335423054042923
"e",4130,18,3,0.0944950350066352
"f",748,18,3,0.0171143550084657
"g",837,18,3,0.019150688692628
"h",1961,18,3,0.0448679815128358
"i",2471,18,3,0.0565368599276987
"j",27,18,3,0.000617764151375097
"k",298,18,3,0.0068182858188807
"l",1364,18,3,0.0312085297213197
"m",1004,18,3,0.0229716743696518
"n",2488,18,3,0.0569258225415275
"o",2670,18,3,0.0610900105248707
"p",697,18,3,0.0159474671669794
"q",65,18,3,0.00148720999405116
"r",2142,18,3,0.0490092893424244
"s",2240,18,3,0.0512515444103784
"t",3006,18,3,0.0687777421864275
"u",1018,18,3,0.0232919965222166
"v",299,18,3,0.00684116597263534
"w",744,18,3,0.0170228343934471
"x",58,18,3,0.00132704891776873
"y",801,18,3,0.0183270031574612
"z",8,18,3,0.000183041230037066
" ",4330,19,3,0.21051096309981
"a",1429,19,3,0.0694734795079975
"b",226,19,3,0.0109874082356945
"c",354,19,3,0.017210365112548
"d",732,19,3,0.035587534639506
"e",1945,19,3,0.0945597744178132
"f",323,19,3,0.015703242743935
"g",325,19,3,0.0158004764451359
"h",954,19,3,0.0463804754727989
"i",1191,19,3,0.057902669065098
"j",15,19,3,0.000729252759006272
"k",198,19,3,0.00962613641888278
"l",678,19,3,0.0329622247070835
"m",591,19,3,0.0287325587048471
"n",1198,19,3,0.0582429870193009
"o",1181,19,3,0.0574165005590938
"p",244,19,3,0.011862511546502
"q",19,19,3,0.000923720161407944
"r",898,19,3,0.0436579318391755
"s",1011,19,3,0.0491516359570227
"t",1404,19,3,0.068258058242987
"u",454,19,3,0.0220720501725898
"v",132,19,3,0.00641742427925519
"w",356,19,3,0.0173075988137488
"x",22,19,3,0.0010695707132092
"y",355,19,3,0.0172589819631484
"z",4,19,3,0.000194467402401672
" ",6331,20,3,0.208943894389439
"a",2030,20,3,0.066996699669967
"b",328,20,3,0.0108250825082508
"c",577,20,3,0.019042904290429
"d",1094,20,3,0.0361056105610561
"e",2874,20,3,0.0948514851485149
"f",450,20,3,0.0148514851485149
"g",539,20,3,0.0177887788778878
"h",1365,20,3,0.045049504950495
"i",1697,20,3,0.056006600660066
"j",17,20,3,0.000561056105610561
"k",333,20,3,0.010990099009901
"l",999,20,3,0.032970297029703
"m",747,20,3,0.0246534653465347
"n",1721,20,3,0.0567986798679868
"o",1666,20,3,0.054983498349835
"p",378,20,3,0.0124752475247525
"q",31,20,3,0.00102310231023102
"r",1357,20,3,0.0447854785478548
"s",1563,20,3,0.0515841584158416
"t",2105,20,3,0.0694719471947195
"u",684,20,3,0.0225742574257426
"v",262,20,3,0.00864686468646865
"w",522,20,3,0.0172277227722772
"x",34,20,3,0.00112211221122112
"y",592,20,3,0.0195379537953795
"z",4,20,3,0.000132013201320132
" ",7458,21,3,0.210291837022416
"a",2223,21,3,0.0626815169885803
"b",448,21,3,0.0126321725645002
"c",682,21,3,0.0192302269843508
"d",1321,21,3,0.0372479909770196
"e",3428,21,3,0.0966586775694347
"f",557,21,3,0.0157056252643451
"g",528,21,3,0.0148879176653038
"h",1701,21,3,0.0479627802058367
"i",1936,21,3,0.0545890314394473
"j",25,21,3,0.000704920344001128
"k",376,21,3,0.010602001973777
"l",1268,21,3,0.0357535598477372
"m",760,21,3,0.0214295784576343
"n",1874,21,3,0.0528408289863245
"o",2040,21,3,0.057521500070492
"p",489,21,3,0.0137882419286621
"q",27,21,3,0.000761313971521218
"r",1766,21,3,0.0497955731002397
"s",1810,21,3,0.0510362329056817
"t",2313,21,3,0.0652192302269844
"u",858,21,3,0.0241928662061187
"v",247,21,3,0.00696461299873114
"w",595,21,3,0.0167771041872268
"x",36,21,3,0.00101508529536162
"y",691,21,3,0.0194839983081912
"z",8,21,3,0.000225574510080361
" ",5575,22,3,0.218610305074112
"a",1562,22,3,0.0612500980315269
"b",273,22,3,0.0107050427417457
"c",502,22,3,0.019684730609364
"d",909,22,3,0.0356442631950435
"e",2411,22,3,0.0945416045800329
"f",398,22,3,0.0156066190886989
"g",357,22,3,0.0139989020468983
"h",1281,22,3,0.0502313544035762
"i",1397,22,3,0.0547800172535487
"j",19,22,3,0.000745039604736883
"k",193,22,3,0.00756803387969571
"l",817,22,3,0.032036703003686
"m",545,22,3,0.0213708728727159
"n",1411,22,3,0.0553289938044075
"o",1630,22,3,0.0639165555642695
"p",325,22,3,0.0127440985020783
"q",26,22,3,0.00101952788016626
"r",1147,22,3,0.0449768645596424
"s",1258,22,3,0.0493294643557368
"t",1615,22,3,0.0633283664026351
"u",615,22,3,0.0241157556270096
"v",238,22,3,0.00933260136459886
"w",445,22,3,0.0174496117951533
"x",27,22,3,0.00105874049094189
"y",525,22,3,0.0205866206572034
"z",1,22,3,3.92126107756254e-05
" ",5944,23,3,0.20707193868664
"a",1981,23,3,0.0690123671834175
"b",324,23,3,0.011287232189514
"c",579,23,3,0.0201707019682982
"d",1003,23,3,0.0349416477965511
"e",2692,23,3,0.0937815711548511
"f",481,23,3,0.0167566626023341
"g",416,23,3,0.0144922487371538
"h",1272,23,3,0.0443128374847588
"i",1736,23,3,0.0604772687685072
"j",23,23,3,0.000801254136909946
"k",223,23,3,0.00776868141438774
"l",923,23,3,0.03215467688556
"m",698,23,3,0.0243163211983975
"n",1637,23,3,0.0570283922661557
"o",1623,23,3,0.0565406723567323
"p",411,23,3,0.0143180630552169
"q",34,23,3,0.00118446263717122
"r",1380,23,3,0.0480752482145968
"s",1415,23,3,0.0492945479881554
"t",2074,23,3,0.0722522208674447
"u",573,23,3,0.0199616791499739
"v",205,23,3,0.00714161295941474
"w",511,23,3,0.0178017766939558
"x",48,23,3,0.00167218254659467
"y",497,23,3,0.0173140567845323
"z",2,23,3,6.96742727747779e-05
" ",7163,24,3,0.213279737978264
"a",2134,24,3,0.0635402709542951
"b",329,24,3,0.00979603989876433
"c",667,24,3,0.0198600565728748
"d",1246,24,3,0.0370998957868096
"e",3185,24,3,0.0948340032752717
"f",553,24,3,0.0164656840851571
"g",521,24,3,0.0155128777728152
"h",1740,24,3,0.0518088432335864
"i",1821,24,3,0.0542206342117017
"j",27,24,3,0.00080393032603841
"k",217,24,3,0.00646121780556796
"l",1147,24,3,0.0341521512580021
"m",728,24,3,0.0216763436057764
"n",1815,24,3,0.0540419830281376
"o",2105,24,3,0.0626767902337353
"p",480,24,3,0.0142920946851273
"q",34,24,3,0.00101235670686318
"r",1455,24,3,0.0433229120142921
"s",1623,24,3,0.0483251451540866
"t",2319,24,3,0.0690486824475212
"u",787,24,3,0.0234330802441566
"v",252,24,3,0.00750334970969183
"w",653,24,3,0.0194432038112252
"x",30,24,3,0.000893255917820456
"y",549,24,3,0.0163465832961143
"z",5,24,3,0.000148875986303409
" ",5924,25,3,0.210661071796878
"a",1822,25,3,0.064791437004374
"b",306,25,3,0.0108815475978806
"c",623,25,3,0.0221542619394758
"d",988,25,3,0.0351338857081896
"e",2663,25,3,0.0946979125920131
"f",432,25,3,0.0153621848440667
"g",484,25,3,0.0172113367234451
"h",1268,25,3,0.045090857366381
"i",1546,25,3,0.0549767077984424
"j",31,25,3,0.00110237900501405
"k",193,25,3,0.00686319832153906
"l",972,25,3,0.0345649158991501
"m",766,25,3,0.0272394296077664
"n",1637,25,3,0.0582127235873546
"o",1607,25,3,0.0571459051954056
"p",455,25,3,0.016180078944561
"q",24,25,3,0.000853454713559262
"r",1316,25,3,0.0467977667934995
"s",1410,25,3,0.0501404644216066
"t",1888,25,3,0.0671384374666619
"u",624,25,3,0.0221898225525408
"v",225,25,3,0.00800113793961808
"w",449,25,3,0.0159667152661712
"x",25,25,3,0.000889015326624231
"y",437,25,3,0.0155399879093916
"z",6,25,3,0.000213363678389815
" ",7750,26,3,0.206528980679547
"a",2339,26,3,0.0623317788141239
"b",385,26,3,0.0102598267821452
"c",951,26,3,0.0253431045969354
"d",1263,26,3,0.0336575616255829
"e",3620,26,3,0.0964690206528981
"f",642,26,3,0.0171085942704863
"g",622,26,3,0.0165756162558294
"h",1775,26,3,0.0473017988007995
"i",2185,26,3,0.0582278481012658
"j",38,26,3,0.0010126582278481
"k",214,26,3,0.00570286475682878
"l",1354,26,3,0.0360826115922718
"m",823,26,3,0.0219320453031312
"n",2102,26,3,0.0560159893404397
"o",2193,26,3,0.0584410393071286
"p",637,26,3,0.0169753497668221
"q",27,26,3,0.000719520319786809
"r",1724,26,3,0.0459427048634244
"s",1958,26,3,0.0521785476349101
"t",2514,26,3,0.0669953364423718
"u",843,26,3,0.0224650233177881
"v",310,26,3,0.00826115922718188
"w",654,26,3,0.0174283810792805
"x",66,26,3,0.00175882744836775
"y",531,26,3,0.0141505662891406
"z",5,26,3,0.000133244503664224
" ",6186,27,3,0.208296855007071
"a",1747,27,3,0.0588255101353626
"b",323,27,3,0.0108761532763149
"c",725,27,3,0.0244124183446697
"d",1028,27,3,0.0346151255976833
"e",2872,27,3,0.096706848946057
"f",473,27,3,0.0159269984510741
"g",427,27,3,0.0143780725974813
"h",1411,27,3,0.0475116169439019
"i",1678,27,3,0.0565021213549734
"j",27,27,3,0.000909152131456664
"k",239,27,3,0.00804767997844973
"l",1076,27,3,0.0362313960536063
"m",739,27,3,0.0248838305609805
"n",1583,27,3,0.0533032527442925
"o",1791,27,3,0.0603070913866254
"p",440,27,3,0.0148158125126271
"q",28,27,3,0.000942824432621725
"r",1489,27,3,0.0501380564347767
"s",1460,27,3,0.04916155970099
"t",2023,27,3,0.0681190652569197
"u",621,27,3,0.0209104990235033
"v",240,27,3,0.00808135227961479
"w",520,27,3,0.017509596605832
"x",37,27,3,0.00124587514310728
"y",509,27,3,0.0171392012930164
"z",6,27,3,0.00020203380699037
" ",5062,28,3,0.213074041335185
"a",1383,28,3,0.0582144210127541
"b",321,28,3,0.0135118070463442
"c",528,28,3,0.0222250284126784
"d",833,28,3,0.0350633497495475
"e",2255,28,3,0.0949193921791472
"f",374,28,3,0.0157427284589805
"g",341,28,3,0.0143536641831881
"h",1179,28,3,0.0496274782169466
"i",1346,28,3,0.056656985309593
"j",12,28,3,0.000505114282106327
"k",220,28,3,0.00926042850528265
"l",885,28,3,0.0372521783053416
"m",479,28,3,0.0201624784274109
"n",1229,28,3,0.0517321210590563
"o",1327,28,3,0.0558572210295913
"p",339,28,3,0.0142694784695037
"q",19,28,3,0.000799764280001684
"r",1176,28,3,0.04950119964642
"s",1203,28,3,0.0506377067811592
"t",1586,28,3,0.0667592709517195
"u",566,28,3,0.0238245569726817
"v",156,28,3,0.00656648566738225
"w",444,28,3,0.0186892284379341
"x",20,28,3,0.000841857136843878
"y",471,28,3,0.0198257355726733
"z",3,28,3,0.000126278570526582
" ",6797,29,3,0.208503328322955
"a",1871,29,3,0.0573943986011841
"b",420,29,3,0.0128838307923556
"c",715,29,3,0.0219331881346054
"d",1116,29,3,0.0342341789625449
"e",3086,29,3,0.0946654805362128
"f",485,29,3,0.0148777569864106
"g",466,29,3,0.0142949170219945
"h",1456,29,3,0.0446639467468327
"i",1879,29,3,0.0576398049019909
"j",26,29,3,0.000797570477622013
"k",370,29,3,0.0113500414123133
"l",1090,29,3,0.0334366084849229
"m",782,29,3,0.0239884659038621
"n",1764,29,3,0.0541120893278935
"o",1774,29,3,0.054418847203902
"p",517,29,3,0.0158593821896377
"q",43,29,3,0.00131905886683641
"r",1716,29,3,0.0526396515230529
"s",1595,29,3,0.0489278812233504
"t",2253,29,3,0.0691125494647075
"u",804,29,3,0.0246633332310807
"v",243,29,3,0.00745421638700574
"w",524,29,3,0.0160741127028436
"x",54,29,3,0.00165649253044572
"y",748,29,3,0.0229454891254333
"z",5,29,3,0.000153378938004233
" ",7745,30,3,0.206704208812618
"a",2195,30,3,0.0585817609223625
"b",447,30,3,0.0119298620192693
"c",763,30,3,0.0203635004937415
"d",1323,30,3,0.0353091889295151
"e",3555,30,3,0.0948784328378126
"f",601,30,3,0.016039926339107
"g",552,30,3,0.0147321786009768
"h",1692,30,3,0.0451573300595159
"i",2236,30,3,0.0596759988256959
"j",28,30,3,0.000747284421788679
"k",315,30,3,0.00840694974512263
"l",1343,30,3,0.035842963516507
"m",834,30,3,0.0222584002775628
"n",1961,30,3,0.0523365982545571
"o",2204,30,3,0.0588219594865088
"p",557,30,3,0.0148656222477248
"q",30,30,3,0.00080066188048787
"r",1748,30,3,0.0466518989030932
"s",1949,30,3,0.052016333502362
"t",2681,30,3,0.071552483386266
"u",908,30,3,0.0242333662494329
"v",290,30,3,0.00773973151138274
"w",701,30,3,0.0187087992740666
"x",58,30,3,0.00154794630227655
"y",743,30,3,0.0198297259067496
"z",10,30,3,0.000266887293495957
" ",4210,31,3,0.206069505628977
"a",1281,31,3,0.0627019089574156
"b",202,31,3,0.00988742046010769
"c",427,31,3,0.0209006363191385
"d",721,31,3,0.0352912383749388
"e",1923,31,3,0.0941262848751836
"f",342,31,3,0.0167400881057269
"g",334,31,3,0.0163485070974058
"h",1066,31,3,0.0521781693587861
"i",1182,31,3,0.057856093979442
"j",30,31,3,0.00146842878120411
"k",134,31,3,0.00655898188937837
"l",672,31,3,0.0328928046989721
"m",466,31,3,0.0228095937347039
"n",1199,31,3,0.0586882036221243
"o",1283,31,3,0.0627998042094958
"p",279,31,3,0.0136563876651982
"q",15,31,3,0.000734214390602056
"r",915,31,3,0.0447870778267254
"s",1002,31,3,0.0490455212922173
"t",1432,31,3,0.0700930004894763
"u",469,31,3,0.0229564366128243
